time,ultrasonic-readout,signal-strength,gps-location-n,gps-location-w,water-temperature,battery-percentage
343,14.03890196,0.0006742185504,34.18842189,-119.2239248,64.17608013,8.337125454
344,14.0452612,0.0006644775596,34.18840362,-119.2239206,64.17734037,8.415431707
345,14.04533533,0.0006482325635,34.18839735,-119.2239133,64.17864514,8.41524687
346,14.04498696,0.0006526281166,34.18840847,-119.2239184,64.18005064,8.470900442
347,14.05029675,0.0006410034596,34.18841039,-119.2239152,64.17342439,8.364612288
348,14.04007088,0.0006464128979,34.18841077,-119.2239092,64.180817,8.362127743
349,14.01248762,0.0006533620758,34.18839385,-119.2239231,64.18844393,8.243535066
350,14.00277843,0.0006425592512,34.18839429,-119.2239272,64.18302275,8.336253884
351,14.02440644,0.0006264581382,34.18838465,-119.2239324,64.18638782,8.349563457
352,14.05716622,0.0006439044999,34.18838859,-119.2239345,64.19217645,8.478367624
353,14.03722334,0.0006416149009,34.18839686,-119.223933,64.18185493,8.315573625
354,14.02791409,0.000651272693,34.18840929,-119.2239396,64.17959901,8.595929761
355,14.03915906,0.0006616181644,34.18840675,-119.2239359,64.18774153,8.299161724
356,14.05543102,0.0006676057641,34.18840447,-119.223948,64.17721442,8.319941978
357,14.06973055,0.0006643243584,34.18840189,-119.2239443,64.18234951,8.404832725
358,14.08106699,0.0006704671541,34.18839571,-119.2239578,64.18661514,8.402230255
359,14.04200615,0.000689458154,34.18840596,-119.2239616,64.18261173,8.308753227
360,14.04708968,0.0006759299379,34.18842071,-119.2239585,64.17590258,8.323162453
361,14.02086905,0.0006631024879,34.18839959,-119.2239669,64.18140333,8.324269033
362,14.00284704,0.0006756983528,34.18841031,-119.2239835,64.17950698,8.417409757
363,13.99931851,0.0006866385524,34.1884149,-119.2239931,64.17327241,8.410833491
364,13.95796123,0.0006883600875,34.18841405,-119.2239963,64.17038595,8.349561992
365,13.96865129,0.0006690853201,34.18841076,-119.2239979,64.17209932,8.206533534
366,13.94002067,0.0006684138317,34.18839482,-119.2240077,64.16993623,8.412785807
367,13.96757093,0.0006805503712,34.18841333,-119.2240055,64.15959303,8.36753468
368,13.98183644,0.0006850796564,34.18841193,-119.2240007,64.15289458,8.418339682
369,13.9796801,0.00068792077,34.18842501,-119.223996,64.1530821,8.330556
370,13.99807298,0.000711308071,34.18842596,-119.2239967,64.15251809,8.379107495
371,14.03842551,0.0007282576577,34.18844375,-119.2239963,64.15986119,8.405838809
372,14.02097343,0.0007245141901,34.18841924,-119.2239874,64.15866635,8.502068546
373,14.01734378,0.0007260492742,34.18842502,-119.2239806,64.15429733,8.520797333
374,14.04211697,0.0007068398262,34.18843606,-119.2239692,64.14995946,8.421377272
375,14.04604979,0.0006927692217,34.18843326,-119.2239709,64.14596788,8.287275962
376,14.03272594,0.0006896373843,34.18842652,-119.2239824,64.15279629,8.311188316
377,14.04675051,0.0006765841613,34.18842746,-119.2239845,64.15458234,8.485281015
378,14.03073923,0.0006735887786,34.18843118,-119.2239914,64.15738095,8.489447475
379,14.02715283,0.0006629918984,34.18842256,-119.2239966,64.15221206,8.32195922
380,13.99313312,0.0006818737733,34.18842145,-119.2240008,64.15461156,8.283040069
381,13.95284298,0.0006911822828,34.18843156,-119.2240004,64.15585219,8.422960435
382,13.97354863,0.0006926371452,34.18843951,-119.2240069,64.15668483,8.410377267
383,13.96511585,0.0007252642905,34.18845173,-119.2240336,64.14194619,8.303200149
384,13.98281296,0.000703474071,34.188434,-119.2240289,64.13758169,8.293755046
385,13.95595679,0.0006996504108,34.1884322,-119.2240274,64.14390846,8.357036513
386,13.98948959,0.000701518399,34.18843988,-119.2240177,64.15009708,8.460047213
387,13.99398203,0.0006861563146,34.18841531,-119.2240108,64.15756533,8.293244826
388,13.95475519,0.0007038436106,34.18840634,-119.2240256,64.16197609,8.227964446
389,13.95901847,0.0007104817487,34.18841825,-119.2240211,64.16030228,8.313528483
390,13.95656959,0.0007014246752,34.18842096,-119.2240003,64.16431698,8.227364043
391,13.96403514,0.0007171939857,34.18842491,-119.2240082,64.16791626,8.283718272
392,13.9797046,0.0007052863084,34.18841526,-119.2239902,64.15184026,8.379308668
393,14.04512132,0.0006983355318,34.18841595,-119.2239837,64.15492477,8.272474226
394,14.03968569,0.0006791954192,34.18841031,-119.223979,64.16055524,8.286512248
395,14.08239361,0.0007145408083,34.1884152,-119.2239999,64.15388561,8.344961926
396,14.09029792,0.000733295842,34.18842972,-119.2239904,64.15596705,8.314332839
397,14.04908942,0.0007313631454,34.18842261,-119.2239823,64.16049205,8.321760186
398,14.02456993,0.0007094871588,34.18842461,-119.2239816,64.15024981,8.318352066
399,14.04802254,0.0006999799807,34.18842076,-119.2239789,64.15702018,8.356161138
400,14.05588615,0.0007134350988,34.18843011,-119.2239881,64.16021938,8.140321534
401,14.06831282,0.0006866006049,34.18843542,-119.2239584,64.16216124,8.257699146
402,14.08591272,0.0006854767443,34.1884345,-119.2239605,64.15290885,8.239117769
403,14.08691108,0.0006827523311,34.18842062,-119.2239713,64.16170782,8.186213834
404,14.09430306,0.0006860361167,34.18843355,-119.2239844,64.15405002,8.207364988
405,14.11894842,0.0007084523079,34.18844533,-119.2239899,64.16462209,8.113654677
406,14.06953356,0.0007041558899,34.18845013,-119.2239915,64.16275385,8.39292188
407,14.03734497,0.0007202182314,34.18844776,-119.2239878,64.17156054,8.23647463
408,14.06981683,0.0007126202324,34.18844049,-119.2239949,64.16777945,8.204130888
409,14.10350193,0.0007066253138,34.18843737,-119.2239994,64.16983924,8.333840089
410,14.09733037,0.0007071442222,34.18841531,-119.2240118,64.17278714,8.31390963
411,14.13404822,0.0007343804703,34.18841042,-119.2240135,64.17083834,8.299108947
412,14.16476653,0.0007544988459,34.18840966,-119.2240192,64.16749279,8.187025859
413,14.15648674,0.0007615718659,34.18841014,-119.2240248,64.17161598,8.302758949
414,14.13698758,0.0007670732789,34.18841165,-119.224022,64.1776716,8.299685905
415,14.13749056,0.0007530692707,34.18840459,-119.2240268,64.18006202,8.341138267
416,14.11380962,0.0007585757193,34.18839701,-119.2240292,64.17496408,8.264170676
417,14.11478579,0.0007419125072,34.18840054,-119.2240307,64.17193105,8.327683108
418,14.09653303,0.0007096269091,34.1883898,-119.2240188,64.17315163,8.154594669
419,14.0999488,0.0007262654305,34.18841298,-119.2240218,64.17576815,8.137533928
420,14.10851267,0.0007099455136,34.18840086,-119.2240367,64.17203744,8.246360481
421,14.08828151,0.0007064591274,34.18839524,-119.2240446,64.17085028,8.27628694
422,14.04268872,0.0006972391784,34.18839627,-119.2240286,64.17944861,8.319935244
423,14.04130985,0.0007078144349,34.18840847,-119.2240329,64.17557322,8.109718599
424,14.04208978,0.0007007694532,34.18841234,-119.224031,64.18140685,8.02046898
425,14.07870549,0.000699565957,34.18839942,-119.2240201,64.18870423,8.106399486
426,14.09845678,0.0006900382022,34.18839946,-119.2240141,64.18945711,8.260706052
427,14.12380457,0.0006882913555,34.18840656,-119.2240032,64.18098912,8.318177748
428,14.12910578,0.0006960670851,34.18839976,-119.2240184,64.17143436,8.267887994
429,14.13642218,0.0006871400982,34.1883899,-119.2240128,64.17683499,8.148720375
430,14.16720679,0.0006875511646,34.18838884,-119.2240149,64.18127547,8.260176198
431,14.12961972,0.000686673828,34.18838305,-119.2240155,64.17367589,8.131239235
432,14.12268029,0.000692605404,34.18837422,-119.2240264,64.1705098,8.207665319
433,14.15393676,0.0006957267965,34.18838471,-119.2240168,64.16061482,8.10851937
434,14.13675918,0.0006914630006,34.18839058,-119.2240007,64.16054181,8.172713995
435,14.11600801,0.0006799181202,34.18839,-119.2239917,64.15751784,8.247263188
436,14.14669748,0.0006687128711,34.18838485,-119.2239642,64.1612572,8.151441775
437,14.13203475,0.0006605034796,34.18836348,-119.2239671,64.16257565,8.234761514
438,14.09841231,0.0006341075819,34.18834944,-119.2239614,64.16904104,8.262197044
439,14.14719192,0.0006072472987,34.18833427,-119.2239529,64.17146998,8.035838828
440,14.13009526,0.0006034936599,34.18832523,-119.2239513,64.17915327,8.025318242
441,14.11346127,0.0006069640563,34.18832464,-119.2239488,64.18537762,8.106919921
442,14.09419223,0.0005907695306,34.18831759,-119.2239421,64.18351211,8.073998916
443,14.10322306,0.0005960489877,34.18831617,-119.2239487,64.17059186,8.107725213
444,14.06448489,0.0005946656954,34.18831699,-119.2239498,64.16533195,8.089008107
445,14.0593705,0.0005793651303,34.18830992,-119.2239521,64.16066469,8.18702639
446,14.08117965,0.0005815632856,34.18831984,-119.2239596,64.16519083,8.138536018
447,14.09780151,0.0005656830123,34.1883141,-119.2239533,64.16512244,8.075253277
448,14.12683305,0.0005414509422,34.18830435,-119.2239523,64.1630813,8.084609258
449,14.11742081,0.0005437580242,34.1882915,-119.2239468,64.16606929,8.195315846
450,14.13176394,0.000537259313,34.18828837,-119.2239429,64.16572162,8.165494837
451,14.12731699,0.0005035080908,34.18827917,-119.2239271,64.16982443,8.156045781
452,14.1585245,0.0004812382184,34.18827616,-119.223908,64.17299026,8.271984135
453,14.17040227,0.0004896058274,34.1882545,-119.2239225,64.16526081,8.129720647
454,14.14646038,0.0004847823851,34.1882524,-119.223925,64.17014948,7.964156846
455,14.16845682,0.0004979186361,34.18826115,-119.2239384,64.16437762,8.162079395
456,14.16035785,0.0005065667921,34.18827387,-119.2239558,64.15731889,8.208157821
457,14.13169066,0.0005040743277,34.1882841,-119.223956,64.15767418,8.074877144
458,14.13852357,0.0005208995496,34.18828205,-119.2239612,64.15374868,8.020858015
459,14.14639503,0.0005136354746,34.18826352,-119.2239717,64.15540851,8.197269512
460,14.15228912,0.0005206644227,34.18826684,-119.2239733,64.15560572,8.168917887
461,14.1441204,0.0005209419947,34.18825673,-119.2239794,64.1541883,8.008999288
462,14.17381033,0.0005130748712,34.18825805,-119.2239707,64.15243728,8.273609678
463,14.1492135,0.0005058986909,34.18826054,-119.2239656,64.15982588,8.171217971
464,14.15348408,0.0005021797968,34.18826336,-119.2239718,64.16135849,8.083658209
465,14.13620386,0.0005102941114,34.18825807,-119.2239663,64.16403668,8.01380713
466,14.14699613,0.0005198509454,34.18824903,-119.2239814,64.16274132,8.120681692
467,14.18108889,0.0005494252694,34.18826317,-119.2239926,64.16924652,8.159819729
468,14.17110913,0.0005501331734,34.18824693,-119.2240067,64.16925681,8.092769822
469,14.13986661,0.0005738554163,34.18825051,-119.2240173,64.1663636,7.986884281
470,14.13430304,0.0005902880534,34.18826163,-119.2240279,64.16095259,8.119200801
471,14.10043695,0.0005892620458,34.18824484,-119.2240286,64.15590104,8.076532995
472,14.09373328,0.0005691585776,34.18823637,-119.2240246,64.14738879,8.134169138
473,14.09848304,0.0005415416967,34.1882348,-119.2240193,64.14311968,7.95562778
474,14.11634285,0.0005389787174,34.18823589,-119.2240308,64.13910599,8.007882893
475,14.11213752,0.0005121129518,34.1882567,-119.2240204,64.13259328,8.160686975
476,14.14384104,0.0005177977447,34.18825467,-119.2240276,64.14216636,8.036022673
477,14.16268946,0.0005100469658,34.18826203,-119.2240187,64.14441384,8.115535994
478,14.15965167,0.0005120543252,34.18824844,-119.2240078,64.14482301,8.000305416
479,14.1654794,0.0004794777133,34.18824314,-119.223981,64.14590125,7.957393447
480,14.18915236,0.0005179173073,34.18823852,-119.2240065,64.14586244,8.056020873
481,14.16597615,0.0005214015308,34.18825479,-119.2240098,64.14389976,7.830686566
482,14.15464769,0.0005487657695,34.1882679,-119.2240085,64.14608464,7.937413826
483,14.15943566,0.0005563248634,34.18827877,-119.2240088,64.14702245,8.144734713
484,14.15609655,0.0005584948548,34.18828777,-119.224012,64.14150776,8.06302647
485,14.13252286,0.000547864175,34.18829431,-119.2239912,64.14777939,8.035197239
486,14.17268341,0.0005322124606,34.18828594,-119.2239832,64.14867158,8.209462417
487,14.14284503,0.0005213382856,34.18827972,-119.2239764,64.14971743,8.32651538
488,14.19471417,0.0005278860779,34.18827964,-119.2239754,64.14998847,7.942442325
489,14.19811283,0.0005296038563,34.18828398,-119.2239798,64.14571965,7.92177486
490,14.15668867,0.0005473296433,34.18828584,-119.2239803,64.15217955,8.03037093
491,14.20163676,0.000550109306,34.1882914,-119.2239845,64.15284185,7.979828911
492,14.25115578,0.0005447334712,34.18827636,-119.2239846,64.14554996,7.966854433
493,14.25239762,0.0005554787832,34.18827415,-119.2239971,64.14454568,8.060970893
494,14.28688634,0.0005523224644,34.18827251,-119.2239931,64.14686626,7.982051164
495,14.24319198,0.0005811411245,34.18828329,-119.2240085,64.14502434,7.980879509
496,14.26979516,0.0005799184639,34.18828975,-119.2240164,64.14406967,7.928008624
497,14.26129902,0.0006062228005,34.18828718,-119.2240141,64.1447793,8.057637222
498,14.25345623,0.0006390012865,34.18829841,-119.2240305,64.14291701,7.990669839
499,14.23448768,0.0006423867594,34.18830026,-119.2240312,64.14332352,8.038151631
500,14.27854138,0.00063969687,34.18831912,-119.2240384,64.14326262,7.956606984
501,14.276018,0.000634967296,34.18831952,-119.2240429,64.13930864,7.979912139
502,14.29849945,0.0006505266977,34.18833278,-119.2240515,64.14083102,7.855179024
503,14.28078443,0.0006616775061,34.18834097,-119.2240509,64.13877114,7.810761929
504,14.28571703,0.0006755388244,34.18834029,-119.2240479,64.13815023,7.796000641
505,14.27491122,0.0006663847557,34.18832294,-119.2240506,64.14613476,7.922411139
506,14.25086066,0.0006660543282,34.18830617,-119.2240497,64.15173561,8.026173529
507,14.23607486,0.0006578487204,34.18830775,-119.2240494,64.15659122,7.964107146
508,14.24053512,0.0006726537869,34.18830519,-119.2240505,64.15739482,8.019650666
509,14.21752094,0.0006726719417,34.18831612,-119.2240422,64.1473672,8.041470173
510,14.23457656,0.0006706339205,34.18831563,-119.2240501,64.14917255,7.89424902
511,14.26441028,0.0006687735644,34.18832908,-119.2240485,64.14043638,7.878650154
512,14.28689276,0.0006610249454,34.18831461,-119.224052,64.12935616,7.838934939
513,14.292234,0.0006531267078,34.18832539,-119.224049,64.1360848,7.978837636
514,14.29313592,0.0006433753522,34.18831922,-119.2240458,64.13323727,7.941425885
515,14.27491589,0.0006344935116,34.18831173,-119.2240399,64.12992925,7.859308255
516,14.28761103,0.0006408351931,34.18831777,-119.2240445,64.12655538,7.905793526
517,14.29698251,0.0006527441537,34.18831619,-119.2240526,64.12137828,7.970558496
518,14.31095485,0.0006526102158,34.18831009,-119.2240566,64.12926897,7.96811042
519,14.29695488,0.0006813310366,34.18831584,-119.2240587,64.13715296,8.106729225
520,14.26769474,0.0006831809499,34.18831461,-119.224045,64.1342805,7.930774019
521,14.28309555,0.0006781034133,34.1883197,-119.2240369,64.13579179,7.962383006
522,14.27391044,0.0006757947102,34.18831554,-119.2240368,64.13836196,7.863042925
523,14.24142449,0.0006941915886,34.18831957,-119.2240354,64.1367393,7.780746095
524,14.25546552,0.0007127192808,34.18832003,-119.2240452,64.13806021,7.79293652
525,14.24549533,0.0007200075443,34.18831206,-119.2240664,64.14173102,7.869228907
526,14.26681026,0.000732562306,34.18831021,-119.2240574,64.14813044,7.717992913
527,14.24306968,0.0007162663832,34.18831294,-119.2240474,64.14161051,7.892032504
528,14.241442,0.0007281953063,34.1883057,-119.2240397,64.14627074,8.021901056
529,14.24258622,0.0007261321886,34.18830633,-119.2240473,64.14412071,8.015470311
530,14.26499363,0.0007348744614,34.18832535,-119.2240403,64.14990916,7.890852036
531,14.29268382,0.0007072487234,34.18831646,-119.2240315,64.15394767,7.757859223
532,14.27575308,0.0006981172363,34.18830311,-119.2240389,64.15909123,7.920914974
533,14.28115103,0.0007025057331,34.1883132,-119.2240386,64.16291939,8.032073528
534,14.27608893,0.0007394252799,34.18832233,-119.224035,64.16167647,7.906156025
535,14.31415574,0.0007514560577,34.18832752,-119.2240281,64.16470027,7.847796616
536,14.33414944,0.0007344074498,34.18831869,-119.2240181,64.17196436,7.79979749
537,14.34028127,0.0007320745649,34.18831914,-119.2240192,64.17606664,7.853779302
538,14.32805184,0.0007275429752,34.18833638,-119.2240143,64.16974953,7.934362474
539,14.35344282,0.000715458825,34.18834545,-119.2240043,64.16554136,7.891753581
540,14.37284548,0.0007249532931,34.18833911,-119.2240149,64.16337841,7.755242029
541,14.40838296,0.0007283123846,34.18834369,-119.2240031,64.16928535,7.782211716
542,14.4293945,0.0007356563205,34.18835464,-119.224001,64.16706137,7.811579547
543,14.4225771,0.0007284783957,34.18833794,-119.223997,64.17067237,7.892261979
544,14.40986727,0.0007198466394,34.188354,-119.22401,64.17200188,7.833824281
545,14.46681776,0.0007043763681,34.18835547,-119.223997,64.16930355,7.83682128
546,14.45185505,0.0007123293046,34.18836985,-119.2239835,64.17354353,7.752820151
547,14.46027002,0.0007078750116,34.18837672,-119.2239751,64.17794797,7.883070115
548,14.43611992,0.0007142103825,34.18838551,-119.223977,64.17584934,7.828336464
549,14.44016788,0.0007030772205,34.18837896,-119.2239642,64.17392759,7.834894826
550,14.45223371,0.0007095678728,34.18838162,-119.2239734,64.17920512,7.867121853
551,14.39555454,0.0007145059672,34.18838863,-119.223966,64.18049597,7.798084043
552,14.34609395,0.0007054648847,34.18838193,-119.2239686,64.17811655,7.857162568
553,14.35414948,0.0007088200377,34.18838817,-119.223962,64.17999925,7.759429283
554,14.3715424,0.0007216644837,34.18839526,-119.223976,64.1817549,7.839943516
555,14.33914782,0.0007398249913,34.18838504,-119.2239942,64.1831473,7.908383419
556,14.32821635,0.0007315319705,34.18836843,-119.2239906,64.18662388,7.713322123
557,14.32602547,0.0007211242859,34.18836476,-119.2239766,64.18610303,8.006435524
558,14.34000089,0.0007291278582,34.18837063,-119.2239768,64.18845496,7.740097792
559,14.33548228,0.0007306937904,34.18836827,-119.2239751,64.18466002,7.870464554
560,14.30327568,0.0007411313208,34.18837315,-119.2239747,64.19025868,7.771463295
561,14.29296694,0.0007492103555,34.18838591,-119.223968,64.18620609,7.942879016
562,14.28974945,0.000754104756,34.18838521,-119.2239679,64.1856415,7.824826135
563,14.27412316,0.0007220291481,34.18837535,-119.2239454,64.18805359,7.879964005
564,14.26843454,0.0007160438936,34.18836487,-119.2239465,64.19169371,7.738629644
565,14.25666223,0.0007179622433,34.18835269,-119.2239583,64.19773224,7.736337331
566,14.23629517,0.0007024135373,34.18833877,-119.2239594,64.1986971,7.838702883
567,14.25555486,0.0007120355887,34.18836861,-119.2239537,64.20517987,7.830986805
568,14.30788841,0.000694444323,34.18836961,-119.2239487,64.20471485,7.749381964
569,14.28249404,0.0007014693936,34.18837098,-119.2239583,64.20238601,7.802856619
570,14.26757533,0.0006968331185,34.18837616,-119.2239572,64.20379395,7.651258006
571,14.27044326,0.00071125715,34.18837721,-119.2239617,64.20661396,7.792016143
572,14.25959847,0.0007351832191,34.18838194,-119.223969,64.20340634,7.830250305
573,14.29019384,0.0007269142868,34.18838644,-119.2239627,64.202889,7.685217634
574,14.26412486,0.0007152295874,34.18838273,-119.2239683,64.20248718,7.83020259
575,14.27572324,0.0007541514359,34.18839588,-119.2239856,64.20030986,7.728404951
576,14.23378281,0.0007477787568,34.18838724,-119.2239744,64.1941776,7.697554842
577,14.24807294,0.0007510381268,34.18839114,-119.223974,64.20084993,7.829304052
578,14.21257719,0.0007435251098,34.18840264,-119.223971,64.20636643,7.694560723
579,14.20821022,0.0007713534487,34.18840999,-119.2239887,64.2115115,7.713156615
580,14.21877421,0.0007792615517,34.18842041,-119.223992,64.21235947,7.66708642
581,14.21788573,0.0007979248872,34.18842739,-119.2239899,64.21720028,7.765465518
582,14.19436282,0.0007924891085,34.18841008,-119.2240002,64.21317372,7.667666145
583,14.20977054,0.0007978753096,34.18841769,-119.2240074,64.20984119,7.695279532
584,14.17572019,0.0008039271886,34.18841423,-119.2240225,64.20963099,7.658810659
585,14.21111187,0.0008127956294,34.18841554,-119.2240259,64.20310945,7.695744708
586,14.21432862,0.0007972940987,34.18839254,-119.2240266,64.19742963,7.683280319
587,14.18660216,0.0008496442284,34.18840239,-119.2240395,64.19453853,7.857156332
588,14.19125083,0.0008661180869,34.18841624,-119.2240448,64.18871225,7.579524047
589,14.15700502,0.0008521243669,34.18841252,-119.2240322,64.18513595,7.667416439
590,14.15589586,0.0008463624432,34.18842923,-119.2240245,64.18207818,7.750683189
591,14.17055052,0.0008519416425,34.18842908,-119.2240232,64.17566592,7.721161274
592,14.12886552,0.0008466415158,34.18843001,-119.2240143,64.17674804,7.686734475
593,14.12781033,0.0008419717872,34.18840721,-119.2240183,64.17829153,7.753183117
594,14.13195563,0.0008300991338,34.18839886,-119.2240223,64.1882576,7.723896228
595,14.131449,0.0008520981024,34.18839555,-119.2240236,64.17967883,7.781128444
596,14.14292371,0.0008369141045,34.18839561,-119.2240214,64.18872605,7.598415465
597,14.11800783,0.0008421354919,34.1883959,-119.224018,64.17811816,7.569888651
598,14.09363345,0.0008341241914,34.188404,-119.2240161,64.19015437,7.683917464
599,14.07005574,0.0008231742006,34.18840263,-119.2240049,64.19882098,7.692496231
